"id","description","id.1","label","id.2","label.1","id.3","label.2","id.4","label.3","id.5","label.4","id.6","label.5","id.7","label.6","id.8","label.7","id.9","label.8","id.10","label.9","id","label"
"","","","","RU68","Zabaykalsky Krai","","","","","","","","","","","","","","","","","",""
"","","","","RU69","Krasnoyarsk Krai","","","","","","","","","","","","","","","","","",""
"","","","","RU70","Irkutsk Oblast","","","","","","","","","","","","","","","","","",""
"","","","","RU71","Kemerovo oblast","","","","","","","","","","","","","","","","","",""
"","","","","RU72","Novosibirsk Oblast","","","","","","","","","","","","","","","","","",""
"","","","","RU73","Omsk Oblast","","","","","","","","","","","","","","","","","",""
"","","","","RU74","Tomsk Oblast","","","","","","","","","","","","","","","","","",""
"","","","","RU75","Sakha Republic (Yakutia)","","","","","","","","","","","","","","","","","",""
"","","","","RU76","Kamchatka Krai","","","","","","","","","","","","","","","","","",""
"","","","","RU77","Primorsky Krai","","","","","","","","","","","","","","","","","",""
"","","","","RU78","Khabarovsk Krai","","","","","","","","","","","","","","","","","",""
"","","","","RU79","Amur Oblast","","","","","","","","","","","","","","","","","",""
"","","","","RU80","Magadan Oblast","","","","","","","","","","","","","","","","","",""
"","","","","RU81","Sakhalin Oblast","","","","","","","","","","","","","","","","","",""
"","","","","RU82","Jewish Autonomous Oblast","","","","","","","","","","","","","","","","","",""
"","","","","RU83","Chukotka Autonomous Okrug","","","","","","","","","","","","","","","","","",""
"","","","","ZAF","South Africa","","","","","","","","","","","","","","","","","",""
"","","","","ZA01","Eastern Cape","","","","","","","","","","","","","","","","","",""
"","","","","ZA02","Free State","","","","","","","","","","","","","","","","","",""
"","","","","ZA03","Gauteng","","","","","","","","","","","","","","","","","",""
"","","","","ZA04","KwaZulu-Natal","","","","","","","","","","","","","","","","","",""
"","","","","ZA05","Limpopo","","","","","","","","","","","","","","","","","",""
"","","","","ZA06","Mpumalanga","","","","","","","","","","","","","","","","","",""
"","","","","ZA07","Northern Cape","","","","","","","","","","","","","","","","","",""
"","","","","ZA08","North West","","","","","","","","","","","","","","","","","",""
"","","","","ZA09","Western Cape","","","","","","","","","","","","","","","","","",""
"","","","","CA3515","Peterborough, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3516","Kawartha Lakes, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3518","Durham, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3519","York, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3520","Toronto metropolitan municipality, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3521","Peel, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3522","Dufferin, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3523","Wellington, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3524","Halton, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3525","Hamilton, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3526","Niagara, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3528","Haldimand-Norfolk, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3529","Brant, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3530","Waterloo, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3531","Perth, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3532","Oxford, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3534","Elgin, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3536","Chatham-Kent, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3537","Essex, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3538","Lambton, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3539","Middlesex, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3540","Huron, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3541","Bruce, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3542","Grey, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3543","Simcoe, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3544","Muskoka, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3546","Haliburton, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3547","Renfrew, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3548","Nipissing, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3549","Parry Sound, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3551","Manitoulin, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3552","Sudbury (District), ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3553","Greater Sudbury / Grand Sudbury, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3554","Timiskaming, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3556","Cochrane, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3557","Algoma, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3558","Thunder Bay, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3559","Rainy River, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA3560","Kenora, ON","","","","","","","","","","","","","","","","","",""
"","","","","CA46","Manitoba","","","","","","","","","","","","","","","","","",""
"","","","","CA4601","Division 1, MB","","","","","","","","","","","","","","","","","",""
"","","","","CA4602","Division 2, MB","","","","","","","","","","","","","","","","","",""
"","","","","CA4603","Division 3, MB","","","","","","","","","","","","","","","","","",""
"","","","","CA4604","Division 4, MB","","","","","","","","","","","","","","","","","",""
"","","","","CA4605","Division 5, MB","","","","","","","","","","","","","","","","","",""
"","","","","CA4606","Division 6, MB","","","","","","","","","","","","","","","","","",""
"","","","","CA4607","Division 7, MB","","","","","","","","","","","","","","","","","",""
"","","","","CA4608","Division 8, MB","","","","","","","","","","","","","","","","","",""
"","","","","CA4609","Division 9, MB","","","","","","","","","","","","","","","","","",""
"","","","","CA4610","Division 10, MB","","","","","","","","","","","","","","","","","",""
"","","","","CA4611","Division 11, MB","","","","","","","","","","","","","","","","","",""
"","","","","CA4612","Division 12, MB","","","","","","","","","","","","","","","","","",""
"","","","","CA4613","Division 13, MB","","","","","","","","","","","","","","","","","",""
"","","","","CA4614","Division 14, MB","","","","","","","","","","","","","","","","","",""
"","","","","CA4615","Division 15, MB","","","","","","","","","","","","","","","","","",""
"","","","","CA4616","Division 16, MB","","","","","","","","","","","","","","","","","",""
"","","","","CA4617","Division 17, MB","","","","","","","","","","","","","","","","","",""
"","","","","CA4618","Division 18, MB","","","","","","","","","","","","","","","","","",""
"","","","","CA4619","Division 19, MB","","","","","","","","","","","","","","","","","",""
"","","","","CA4620","Division 20, MB","","","","","","","","","","","","","","","","","",""
"","","","","CA4621","Division 21, MB","","","","","","","","","","","","","","","","","",""
"","","","","CA4622","Division 22, MB","","","","","","","","","","","","","","","","","",""
"","","","","CA4623","Division 23, MB","","","","","","","","","","","","","","","","","",""
"","","","","CA47","Saskatchewan","","","","","","","","","","","","","","","","","",""
"","","","","CA4701","Division 1, SK","","","","","","","","","","","","","","","","","",""
"","","","","CA4702","Division 2, SK","","","","","","","","","","","","","","","","","",""
"","","","","CA4703","Division 3, SK","","","","","","","","","","","","","","","","","",""
"","","","","CA4704","Division 4, SK","","","","","","","","","","","","","","","","","",""
"","","","","CA4705","Division 5, SK","","","","","","","","","","","","","","","","","",""
"","","","","CA4706","Division 6, SK","","","","","","","","","","","","","","","","","",""
"","","","","CA4707","Division 7, SK","","","","","","","","","","","","","","","","","",""
"","","","","CA4708","Division 8, SK","","","","","","","","","","","","","","","","","",""
"","","","","CA4709","Division 9, SK","","","","","","","","","","","","","","","","","",""
"","","","","CA4710","Division 10, SK","","","","","","","","","","","","","","","","","",""
"","","","","CA4711","Division 11, SK","","","","","","","","","","","","","","","","","",""
"","","","","CA4712","Division 12, SK","","","","","","","","","","","","","","","","","",""
"","","","","CA4713","Division 13, SK","","","","","","","","","","","","","","","","","",""
"","","","","CA4714","Division 14, SK","","","","","","","","","","","","","","","","","",""
"","","","","CA4715","Division 15, SK","","","","","","","","","","","","","","","","","",""
"","","","","CA4716","Division 16, SK","","","","","","","","","","","","","","","","","",""
"","","","","CA4717","Division 17, SK","","","","","","","","","","","","","","","","","",""
"","","","","CA4718","Division 18, SK","","","","","","","","","","","","","","","","","",""
"","","","","CA48","Alberta","","","","","","","","","","","","","","","","","",""
"","","","","CA4801","Division 1, AB","","","","","","","","","","","","","","","","","",""
"","","","","CA4802","Division 2, AB","","","","","","","","","","","","","","","","","",""
"","","","","CA4803","Division 3, AB","","","","","","","","","","","","","","","","","",""
"","","","","CA4804","Division 4, AB","","","","","","","","","","","","","","","","","",""
"","","","","CA4805","Division 5, AB","","","","","","","","","","","","","","","","","",""
"","","","","CA4806","Division 6, AB","","","","","","","","","","","","","","","","","",""
"","","","","CA4807","Division 7, AB","","","","","","","","","","","","","","","","","",""
"","","","","CA4808","Division 8, AB","","","","","","","","","","","","","","","","","",""
"","","","","CA4809","Division 9, AB","","","","","","","","","","","","","","","","","",""
